8.2,(182.23371647509578 47.911877394636015 66.5478927203065)
7.8,(188.75824175824175 53.37362637362637 57.956043956043956)
7.2,(194.0668449197861 100.67379679144385 68.83422459893048)
7.5,(194.08045977011494 66.79885057471265 61.867816091954026)
6.8,(193.79464285714286 125.95535714285714 65.70833333333333)
