0.6,(0.9047178 0.9067071 0.67417836)
1.5,(0.85490197 0.8745098 0.25842017)
3.0,(0.90062046 0.9033218 0.17703381)
1.0,(0.8734787 0.8728364 0.3694388)
0.2,(0.89803916 0.9046574 0.7610422)
