8.2,(0.6001363 0.20467095 0.28453034)
7.8,(0.58841157 0.22539322 0.21758637)
7.2,(0.61580557 0.4001998 0.26648542)
7.5,(0.5324901 0.25139824 0.20428479)
6.8,(0.6727571 0.5353001 0.2967501)
