6.4,(0.9020965 0.52792984 0.0)
8.2,(0.8352941 0.050980393 0.0)
7.2,(0.86611575 0.3159387 0.0)
7.6,(0.8408723 0.056585815 0.0)
6.0,(0.91230696 0.57410187 0.0)
6.8,(0.88256353 0.41793895 0.0)
9.0,(0.5585793 0.03399921 0.0)
