0.5,(0.6964338 0.58782154 0.27952948)
2.0,(0.7637814 0.68529487 0.30090922)
3.0,(0.6606558 0.5193945 0.0)
5.0,(0.7345806 0.54999924 0.0)
1.0,(0.7384241 0.634054 0.24437119)
