8.2,(180.4895871392035 51.206430398246255 68.86152721958348)
7.8,(182.87616881475864 53.85494061157443 57.938842557493054)
7.2,(187.82319440849082 96.07507118819571 67.56588143929588)
7.5,(188.98826073524867 66.89280197713933 62.415817114612295)
6.8,(188.61483103879848 123.66708385481853 64.42959949937422)
