5.10,(189.18908898305085 141.39724576271186 0.0)
3.6,(169.1029170763684 132.59849229760735 0.0)
2.4,(191.3242774566474 165.02832369942197 48.99826589595376)
1.2,(184.6039833256137 155.49976841130152 47.36405743399722)
.5,(175.13880320789636 145.84022208513264 61.92011104256632)
